channel;event_id;description
Exchange;25525;Update-Recipient Exchange cmdlet issued
Exchange;25526;Update-RoleGroupMember Exchange cmdlet issued
Exchange;25527;Update-SafeList Exchange cmdlet issued
Exchange;25528;Write-AdminAuditLog Exchange cmdlet issued
Exchange;25529;Add-GlobalMonitoringOverride Exchange cmdlet issued
Exchange;25530;Add-ResubmitRequest Exchange cmdlet issued
Exchange;25531;Add-ServerMonitoringOverride Exchange cmdlet issued
Exchange;25532;Clear-MobileDevice Exchange cmdlet issued
Exchange;25533;Complete-MigrationBatch Exchange cmdlet issued
Exchange;25534;Disable-App Exchange cmdlet issued
Exchange;25535;Disable-MailboxQuarantine Exchange cmdlet issued
Exchange;25536;Disable-UMCallAnsweringRule Exchange cmdlet issued
Exchange;25537;Disable-UMService Exchange cmdlet issued
Exchange;25538;Dump-ProvisioningCache Exchange cmdlet issued
Exchange;25539;Enable-App Exchange cmdlet issued
Exchange;25540;Enable-MailboxQuarantine Exchange cmdlet issued
Exchange;25541;Enable-UMCallAnsweringRule Exchange cmdlet issued
Exchange;25542;Enable-UMService Exchange cmdlet issued
Exchange;25543;Export-DlpPolicyCollection Exchange cmdlet issued
Exchange;25544;Export-MigrationReport Exchange cmdlet issued
Exchange;25545;Import-DlpPolicyCollection Exchange cmdlet issued
Exchange;25546;Import-DlpPolicyTemplate Exchange cmdlet issued
Exchange;25547;Invoke-MonitoringProbe Exchange cmdlet issued
Exchange;25548;New-AddressBookPolicy Exchange cmdlet issued
Exchange;25549;New-App Exchange cmdlet issued
Exchange;25550;New-AuthServer Exchange cmdlet issued
Exchange;25551;New-ClassificationRuleCollection Exchange cmdlet issued
Exchange;25552;New-DlpPolicy Exchange cmdlet issued
Exchange;25553;New-HybridConfiguration Exchange cmdlet issued
Exchange;25554;New-MailboxExportRequest Exchange cmdlet issued
Exchange;25555;New-MailboxImportRequest Exchange cmdlet issued
Exchange;25556;New-MailboxSearch Exchange cmdlet issued
Exchange;25557;New-MalwareFilterPolicy Exchange cmdlet issued
Exchange;25558;New-MigrationBatch Exchange cmdlet issued
Exchange;25559;New-MigrationEndpoint Exchange cmdlet issued
Exchange;25560;New-MobileDeviceMailboxPolicy Exchange cmdlet issued
Exchange;25561;New-OnPremisesOrganization Exchange cmdlet issued
Exchange;25562;New-PartnerApplication Exchange cmdlet issued
Exchange;25563;New-PolicyTipConfig Exchange cmdlet issued
Exchange;25564;New-PowerShellVirtualDirectory Exchange cmdlet issued
Exchange;25565;New-PublicFolderMigrationRequest Exchange cmdlet issued
Exchange;25566;New-ResourcePolicy Exchange cmdlet issued
Exchange;25567;New-SiteMailboxProvisioningPolicy Exchange cmdlet issued
Exchange;25568;New-SyncMailPublicFolder Exchange cmdlet issued
Exchange;25569;New-UMCallAnsweringRule Exchange cmdlet issued
Exchange;25570;New-WorkloadManagementPolicy Exchange cmdlet issued
Exchange;25571;New-WorkloadPolicy Exchange cmdlet issued
Exchange;25572;Redirect-Message Exchange cmdlet issued
Exchange;25573;Remove-AddressBookPolicy Exchange cmdlet issued
Exchange;25574;Remove-App Exchange cmdlet issued
Exchange;25575;Remove-AuthServer Exchange cmdlet issued
Exchange;25576;Remove-ClassificationRuleCollection Exchange cmdlet issued
Exchange;25577;Remove-DlpPolicy Exchange cmdlet issued
Exchange;25578;Remove-DlpPolicyTemplate Exchange cmdlet issued
Exchange;25579;Remove-GlobalMonitoringOverride Exchange cmdlet issued
Exchange;25580;Remove-HybridConfiguration Exchange cmdlet issued
Exchange;25581;Remove-LinkedUser Exchange cmdlet issued
Exchange;25582;Remove-MailboxExportRequest Exchange cmdlet issued
Exchange;25583;Remove-MailboxImportRequest Exchange cmdlet issued
Exchange;25584;Remove-MailboxSearch Exchange cmdlet issued
Exchange;25585;Remove-MalwareFilterPolicy Exchange cmdlet issued
Exchange;25586;Remove-MalwareFilterRecoveryItem Exchange cmdlet issued
Exchange;25587;Remove-MigrationBatch Exchange cmdlet issued
Exchange;25588;Remove-MigrationEndpoint Exchange cmdlet issued
Exchange;25589;Remove-MigrationUser Exchange cmdlet issued
Exchange;25590;Remove-MobileDevice Exchange cmdlet issued
Exchange;25591;Remove-MobileDeviceMailboxPolicy Exchange cmdlet issued
Exchange;25592;Remove-OnPremisesOrganization Exchange cmdlet issued
Exchange;25593;Remove-PartnerApplication Exchange cmdlet issued
Exchange;25594;Remove-PolicyTipConfig Exchange cmdlet issued
Exchange;25595;Remove-PowerShellVirtualDirectory Exchange cmdlet issued
Exchange;25596;Remove-PublicFolderMigrationRequest Exchange cmdlet issued
Exchange;25597;Remove-ResourcePolicy Exchange cmdlet issued
Exchange;25598;Remove-ResubmitRequest Exchange cmdlet issued
Exchange;25599;Remove-SiteMailboxProvisioningPolicy Exchange cmdlet issued
Exchange;25600;Remove-UMCallAnsweringRule Exchange cmdlet issued
Exchange;25601;Remove-UserPhoto Exchange cmdlet issued
Exchange;25602;Remove-WorkloadManagementPolicy Exchange cmdlet issued
Exchange;25603;Remove-WorkloadPolicy Exchange cmdlet issued
Exchange;25604;Reset-ProvisioningCache Exchange cmdlet issued
Exchange;25605;Resume-MailboxImportRequest Exchange cmdlet issued
Exchange;25606;Resume-MalwareFilterRecoveryItem Exchange cmdlet issued
Exchange;25607;Resume-PublicFolderMigrationRequest Exchange cmdlet issued
Exchange;25608;Set-ActiveSyncDeviceAccessRule Exchange cmdlet issued
Exchange;25609;Set-AddressBookPolicy Exchange cmdlet issued
Exchange;25610;Set-App Exchange cmdlet issued
Exchange;25611;Set-AuthConfig Exchange cmdlet issued
Exchange;25612;Set-AuthServer Exchange cmdlet issued
Exchange;25613;Set-ClassificationRuleCollection Exchange cmdlet issued
Exchange;25614;Set-DlpPolicy Exchange cmdlet issued
Exchange;25615;Set-FrontendTransportService Exchange cmdlet issued
Exchange;25616;Set-HybridConfiguration Exchange cmdlet issued
Exchange;25617;Set-HybridMailflow Exchange cmdlet issued
Exchange;25618;Set-MailboxExportRequest Exchange cmdlet issued
Exchange;25619;Set-MailboxImportRequest Exchange cmdlet issued
Exchange;25620;Set-MailboxSearch Exchange cmdlet issued
Exchange;25621;Set-MailboxTransportService Exchange cmdlet issued
Exchange;25622;Set-MalwareFilteringServer Exchange cmdlet issued
Exchange;25623;Set-MalwareFilterPolicy Exchange cmdlet issued
Exchange;25624;Set-MigrationBatch Exchange cmdlet issued
Exchange;25625;Set-MigrationConfig Exchange cmdlet issued
Exchange;25626;Set-MigrationEndpoint Exchange cmdlet issued
Exchange;25627;Set-MobileDeviceMailboxPolicy Exchange cmdlet issued
Exchange;25628;Set-Notification Exchange cmdlet issued
Exchange;25629;Set-OnPremisesOrganization Exchange cmdlet issued
Exchange;25630;Set-PartnerApplication Exchange cmdlet issued
Exchange;25631;Set-PendingFederatedDomain Exchange cmdlet issued
Exchange;25632;Set-PolicyTipConfig Exchange cmdlet issued
Exchange;25633;Set-PublicFolderMigrationRequest Exchange cmdlet issued
Exchange;25634;Set-ResourcePolicy Exchange cmdlet issued
Exchange;25635;Set-ResubmitRequest Exchange cmdlet issued
Exchange;25636;Set-RMSTemplate Exchange cmdlet issued
Exchange;25637;Set-ServerComponentState Exchange cmdlet issued
Exchange;25638;Set-ServerMonitor Exchange cmdlet issued
Exchange;25639;Set-SiteMailbox Exchange cmdlet issued
Exchange;25640;Set-SiteMailboxProvisioningPolicy Exchange cmdlet issued
Exchange;25641;Set-TransportService Exchange cmdlet issued
Exchange;25642;Set-UMCallAnsweringRule Exchange cmdlet issued
Exchange;25643;Set-UMCallRouterSettings Exchange cmdlet issued
Exchange;25644;Set-UMService Exchange cmdlet issued
Exchange;25645;Set-UserPhoto Exchange cmdlet issued
Exchange;25646;Set-WorkloadPolicy Exchange cmdlet issued
Exchange;25647;Start-MailboxSearch Exchange cmdlet issued
Exchange;25648;Start-MigrationBatch Exchange cmdlet issued
Exchange;25649;Stop-MailboxSearch Exchange cmdlet issued
Exchange;25650;Stop-MigrationBatch Exchange cmdlet issued
Exchange;25651;Suspend-MailboxExportRequest Exchange cmdlet issued
Exchange;25652;Suspend-MailboxImportRequest Exchange cmdlet issued
Exchange;25653;Suspend-PublicFolderMigrationRequest Exchange cmdlet issued
Exchange;25654;Test-ArchiveConnectivity Exchange cmdlet issued
Exchange;25655;Test-MigrationServerAvailability Exchange cmdlet issued
Exchange;25656;Test-OAuthConnectivity Exchange cmdlet issued
Exchange;25657;Test-SiteMailbox Exchange cmdlet issued
Exchange;25658;Update-HybridConfiguration Exchange cmdlet issued
Exchange;25659;Update-PublicFolderMailbox Exchange cmdlet issued
Exchange;25660;Update-SiteMailbox Exchange cmdlet issued
Exchange;25661;Add-AttachmentFilterEntry Exchange cmdlet issued
Exchange;25662;Remove-AttachmentFilterEntry Exchange cmdlet issued
Exchange;25663;New-AddressRewriteEntry Exchange cmdlet issued
Exchange;25664;Remove-AddressRewriteEntry Exchange cmdlet issued
Exchange;25665;Set-AddressRewriteEntry Exchange cmdlet issued
Exchange;25666;Set-AttachmentFilterListConfig Exchange cmdlet issued
Exchange;25667;Set-MailboxSentItemsConfiguration Exchange cmdlet issued
Exchange;25668;Update-MovedMailbox Exchange cmdlet issued
Exchange;25669;Disable-MalwareFilterRule Exchange cmdlet issued
Exchange;25670;Enable-MalwareFilterRule Exchange cmdlet issued
Exchange;25671;New-MalwareFilterRule Exchange cmdlet issued
Exchange;25672;Remove-MalwareFilterRule Exchange cmdlet issued
Exchange;25673;Set-MalwareFilterRule Exchange cmdlet issued
Exchange;25674;Remove-MailboxRepairRequest Exchange cmdlet issued
Exchange;25675;Remove-ServerMonitoringOverride Exchange cmdlet issued
Exchange;25676;Update-ExchangeHelp Exchange cmdlet issued
Exchange;25677;Update-StoreMailboxState Exchange cmdlet issued
Exchange;25678;Disable-PushNotificationProxy Exchange cmdlet issued
Exchange;25679;Enable-PushNotificationProxy Exchange cmdlet issued
Exchange;25680;New-PublicFolderMoveRequest Exchange cmdlet issued
Exchange;25681;Remove-PublicFolderMoveRequest Exchange cmdlet issued
Exchange;25682;Resume-PublicFolderMoveRequest Exchange cmdlet issued
Exchange;25683;Set-PublicFolderMoveRequest Exchange cmdlet issued
Exchange;25684;Suspend-PublicFolderMoveRequest Exchange cmdlet issued
Exchange;25685;Update-DatabaseSchema Exchange cmdlet issued
Exchange;25686;Set-SearchDocumentFormat Exchange cmdlet issued
Exchange;25687;New-AuthRedirect Exchange cmdlet issued
Exchange;25688;New-CompliancePolicySyncNotification Exchange cmdlet issued
Exchange;25689;New-ComplianceServiceVirtualDirectory Exchange cmdlet issued
Exchange;25690;New-DatabaseAvailabilityGroupConfiguration Exchange cmdlet issued
Exchange;25691;New-DataClassification Exchange cmdlet issued
Exchange;25692;New-Fingerprint Exchange cmdlet issued
Exchange;25693;New-IntraOrganizationConnector Exchange cmdlet issued
Exchange;25694;New-MailboxDeliveryVirtualDirectory Exchange cmdlet issued
Exchange;25695;New-MapiVirtualDirectory Exchange cmdlet issued
Exchange;25696;New-OutlookServiceVirtualDirectory Exchange cmdlet issued
Exchange;25697;New-RestVirtualDirectory Exchange cmdlet issued
Exchange;25698;New-SearchDocumentFormat Exchange cmdlet issued
Exchange;25699;New-SettingOverride Exchange cmdlet issued
Exchange;25700;New-SiteMailbox Exchange cmdlet issued
Exchange;25701;Remove-AuthRedirect Exchange cmdlet issued
Exchange;25702;Remove-CompliancePolicySyncNotification Exchange cmdlet issued
Exchange;25703;Remove-ComplianceServiceVirtualDirectory Exchange cmdlet issued
Exchange;25704;Remove-DatabaseAvailabilityGroupConfiguration Exchange cmdlet issued
Exchange;25705;Remove-DataClassification Exchange cmdlet issued
Exchange;25706;Remove-IntraOrganizationConnector Exchange cmdlet issued
Exchange;25707;Remove-MailboxDeliveryVirtualDirectory Exchange cmdlet issued
Exchange;25708;Remove-MapiVirtualDirectory Exchange cmdlet issued
Exchange;25709;Remove-OutlookServiceVirtualDirectory Exchange cmdlet issued
Exchange;25710;Remove-PublicFolderMailboxMigrationRequest Exchange cmdlet issued
Exchange;25711;Remove-PushNotificationSubscription Exchange cmdlet issued
Exchange;25712;Remove-RestVirtualDirectory Exchange cmdlet issued
Exchange;25713;Remove-SearchDocumentFormat Exchange cmdlet issued
Exchange;25714;Remove-SettingOverride Exchange cmdlet issued
Exchange;25715;Remove-SyncMailPublicFolder Exchange cmdlet issued
Exchange;25716;Resume-PublicFolderMailboxMigrationRequest Exchange cmdlet issued
Exchange;25717;Send-MapiSubmitSystemProbe Exchange cmdlet issued
Exchange;25718;Set-AuthRedirect Exchange cmdlet issued
Exchange;25719;Set-ClientAccessService Exchange cmdlet issued
Exchange;25720;Set-Clutter Exchange cmdlet issued
Exchange;25721;Set-ComplianceServiceVirtualDirectory Exchange cmdlet issued
Exchange;25722;Set-ConsumerMailbox Exchange cmdlet issued
Exchange;25723;Set-DatabaseAvailabilityGroupConfiguration Exchange cmdlet issued
Exchange;25724;Set-DataClassification Exchange cmdlet issued
Exchange;25725;Set-IntraOrganizationConnector Exchange cmdlet issued
Exchange;25726;Set-LogExportVirtualDirectory Exchange cmdlet issued
Exchange;25727;Set-MailboxDeliveryVirtualDirectory Exchange cmdlet issued
Exchange;25728;Set-MapiVirtualDirectory Exchange cmdlet issued
Exchange;25729;Set-OutlookServiceVirtualDirectory Exchange cmdlet issued
Exchange;25730;Set-PublicFolderMailboxMigrationRequest Exchange cmdlet issued
Exchange;25731;Set-RestVirtualDirectory Exchange cmdlet issued
Exchange;25732;Set-SettingOverride Exchange cmdlet issued
Exchange;25733;Set-SmimeConfig Exchange cmdlet issued
Exchange;25734;Set-SubmissionMalwareFilteringServer Exchange cmdlet issued
Exchange;25735;Set-UMMailboxConfiguration Exchange cmdlet issued
Exchange;25736;Set-UnifiedAuditSetting Exchange cmdlet issued
Exchange;25737;Start-AuditAssistant Exchange cmdlet issued
Exchange;25738;Start-UMPhoneSession Exchange cmdlet issued
Exchange;25739;Stop-UMPhoneSession Exchange cmdlet issued
Exchange;25740;Test-DataClassification Exchange cmdlet issued
Exchange;25741;Test-TextExtraction Exchange cmdlet issued
SharePoint;11;Site collection audit policy changed
SharePoint;12;Audit policy changed
SharePoint;13;Document checked in
SharePoint;14;Document checked out
SharePoint;15;Child object deleted
SharePoint;16;Child object moved
SharePoint;17;Object copied
SharePoint;18;Custom event
SharePoint;19;Object deleted
SharePoint;20;SharePoint audit logs deleted
SharePoint;21;Object moved
SharePoint;22;Object profile changed
SharePoint;23;SharePoint object structure changed
SharePoint;24;Search performed
SharePoint;25;SharePoint group created
SharePoint;26;SharePoint group deleted
SharePoint;27;SharePoint group member added
SharePoint;28;SharePoint group member removed
SharePoint;29;Unique permissions created
SharePoint;30;Unique permissions removed
SharePoint;31;Permissions updated
SharePoint;32;Permissions removed
SharePoint;33;Unique permission levels created
SharePoint;34;Permission level created
SharePoint;35;Permission level deleted
SharePoint;36;Permission level modified
SharePoint;37;SharePoint site collection administrator added
SharePoint;38;SharePoint site collection administrator removed
SharePoint;39;Object restored
SharePoint;40;Site collection updated
SharePoint;41;Web updated
SharePoint;42;Document library updated
SharePoint;43;Document updated
SharePoint;44;List updated
SharePoint;45;List item updated
SharePoint;46;Folder updated
SharePoint;47;Document viewed
SharePoint;48;Document library viewed
SharePoint;49;List viewed
SharePoint;50;Object viewed
SharePoint;51;Workflow accessed
SharePoint;52;Information management policy created
SharePoint;53;Information management policy changed
SharePoint;54;Site collection information management policy created
SharePoint;55;Site collection information management policy changed
SharePoint;56;Export of objects started
SharePoint;57;Export of objects completed
SharePoint;58;Import of objects started
SharePoint;59;Import of objects completed
SharePoint;60;Possible tampering warning
SharePoint;61;Retention policy processed
SharePoint;62;Document fragment updated
SharePoint;63;Content type imported
SharePoint;64;Information management policy deleted
SharePoint;65;Item declared as a record
SharePoint;66;Item undeclared as a record
SharePoint;67;Netwrix SharePoint Audit Event
SQL Server;24000;SQL audit event
SQL Server;24001;Login succeeded (action_id LGIS)
SQL Server;24002;Logout succeeded (action_id LGO)
SQL Server;24003;Login failed (action_id LGIF)
SQL Server;24004;"Change own password succeeded (action_id PWCS; class_type LX)"
SQL Server;24005;"Change own password failed (action_id PWCS; class_type LX)"
SQL Server;24006;Change password succeeded (action_id PWC class_type LX)
SQL Server;24007;Change password failed (action_id PWC class_type LX)
SQL Server;24008;"Reset own password succeeded (action_id PWRS; class_type LX)"
SQL Server;24009;"Reset own password failed (action_id PWRS; class_type LX)"
SQL Server;24010;"Reset password succeeded (action_id PWR; class_type LX)"
SQL Server;24011;"Reset password failed (action_id PWR; class_type LX)"
SQL Server;24012;Must change password (action_id PWMC)
SQL Server;24013;Account unlocked (action_id PWU)
SQL Server;24014;"Change application role password succeeded (action_id PWC; class_type AR)"
SQL Server;24015;Change application role password failed (action_id PWC class_type AR)
SQL Server;24016;Add member to server role succeeded (action_id APRL class_type SG)
SQL Server;24017;Add member to server role failed (action_id APRL class_type SG)
SQL Server;24018;Remove member from server role succeeded (action_id DPRL class_type SG)
SQL Server;24019;Remove member from server role failed (action_id DPRL class_type SG)
SQL Server;24020;Add member to database role succeeded (action_id APRL class_type RL)
SQL Server;24021;Add member to database role failed (action_id APRL class_type RL)
SQL Server;24022;Remove member from database role succeeded (action_id DPRL class_type RL)
SQL Server;24023;Remove member from database role failed (action_id DPRL class_type RL)
SQL Server;24024;Issued database backup command (action_id BA class_type DB)
SQL Server;24025;Issued transaction log backup command (action_id BAL)
SQL Server;24026;Issued database restore command (action_id RS class_type DB)
SQL Server;24027;Issued transaction log restore command (action_id RS class_type DB)
SQL Server;24028;Issued database console command (action_id DBCC)
SQL Server;24029;Issued a bulk administration command (action_id ADBO)
SQL Server;24030;Issued an alter connection command (action_id ALCN)
SQL Server;24031;Issued an alter resources command (action_id ALRS)
SQL Server;24032;Issued an alter server state command (action_id ALSS)
SQL Server;24033;Issued an alter server settings command (action_id ALST)
SQL Server;24034;Issued a view server state command (action_id VSST)
SQL Server;24035;Issued an external access assembly command (action_id XA)
SQL Server;24036;Issued an unsafe assembly command (action_id XU)
SQL Server;24037;Issued an alter resource governor command (action_id ALRS class_type RG)
SQL Server;24038;Issued a database authenticate command (action_id AUTH)
SQL Server;24039;Issued a database checkpoint command (action_id CP)
SQL Server;24040;Issued a database show plan command (action_id SPLN)
SQL Server;24041;Issued a subscribe to query information command (action_id SUQN)
SQL Server;24042;Issued a view database state command (action_id VDST)
SQL Server;24043;Issued a change server audit command (action_id AL class_type A)
SQL Server;24044;Issued a change server audit specification command (action_id AL class_type SA)
SQL Server;24045;Issued a change database audit specification command (action_id AL class_type DA)
SQL Server;24046;Issued a create server audit command (action_id CR class_type A)
SQL Server;24047;Issued a create server audit specification command (action_id CR class_type SA)
SQL Server;24048;Issued a create database audit specification command (action_id CR class_type DA)
SQL Server;24049;Issued a delete server audit command (action_id DR class_type A)
SQL Server;24050;Issued a delete server audit specification command (action_id DR class_type SA)
SQL Server;24051;Issued a delete database audit specification command (action_id DR class_type DA)
SQL Server;24052;Audit failure (action_id AUSF)
SQL Server;24053;Audit session changed (action_id AUSC)
SQL Server;24054;Started SQL server (action_id SVSR)
SQL Server;24055;Paused SQL server (action_id SVPD)
SQL Server;24056;Resumed SQL server (action_id SVCN)
SQL Server;24057;Stopped SQL server (action_id SVSD)
SQL Server;24058;"Issued a create server object command (action_id CR; class_type AG, EP, SD, SE, T)"
SQL Server;24059;"Issued a change server object command (action_id AL; class_type AG, EP, SD, SE, T)"
SQL Server;24060;"Issued a delete server object command (action_id DR; class_type AG, EP, SD, SE, T)"
SQL Server;24061;Issued a create server setting command (action_id CR class_type SR)
SQL Server;24062;Issued a change server setting command (action_id AL class_type SR)
SQL Server;24063;Issued a delete server setting command (action_id DR class_type SR)
SQL Server;24064;Issued a create server cryptographic provider command (action_id CR class_type CP)
SQL Server;24065;Issued a delete server cryptographic provider command (action_id DR class_type CP)
SQL Server;24066;Issued a change server cryptographic provider command (action_id AL class_type CP)
SQL Server;24067;Issued a create server credential command (action_id CR class_type CD)
SQL Server;24068;Issued a delete server credential command (action_id DR class_type CD)
SQL Server;24069;Issued a change server credential command (action_id AL class_type CD)
SQL Server;24070;Issued a change server master key command (action_id AL class_type MK)
SQL Server;24071;Issued a back up server master key command (action_id BA class_type MK)
SQL Server;24072;Issued a restore server master key command (action_id RS class_type MK)
SQL Server;24073;Issued a map server credential to login command (action_id CMLG)
SQL Server;24074;Issued a remove map between server credential and login command (action_id NMLG)
SQL Server;24075;Issued a create server principal command (action_id CR class_type LX, SL)
SQL Server;24076;Issued a delete server principal command (action_id DR class_type LX, SL)
SQL Server;24077;Issued a change server principal credentials command (action_id CCLG)
SQL Server;24078;Issued a disable server principal command (action_id LGDA)
SQL Server;24079;Issued a change server principal default database command (action_id LGDB)
SQL Server;24080;Issued an enable server principal command (action_id LGEA)
SQL Server;24081;Issued a change server principal default language command (action_id LGLG)
SQL Server;24082;Issued a change server principal password expiration command (action_id PWEX)
SQL Server;24083;Issued a change server principal password policy command (action_id PWPL)
SQL Server;24084;Issued a change server principal name command (action_id LGNM)
SQL Server;24085;Issued a create database command (action_id CR class_type DB)
SQL Server;24086;Issued a change database command (action_id AL class_type DB)
SQL Server;24087;Issued a delete database command (action_id DR class_type DB)
SQL Server;24088;Issued a create certificate command (action_id CR class_type CR)
SQL Server;24089;Issued a change certificate command (action_id AL class_type CR)
SQL Server;24090;Issued a delete certificate command (action_id DR class_type CR)
SQL Server;24091;Issued a back up certificate command (action_id BA class_type CR)
SQL Server;24092;Issued an access certificate command (action_id AS class_type CR)
SQL Server;24093;Issued a create asymmetric key command (action_id CR class_type AK)
SQL Server;24094;Issued a change asymmetric key command (action_id AL class_type AK)
SQL Server;24095;Issued a delete asymmetric key command (action_id DR class_type AK)
SQL Server;24096;Issued an access asymmetric key command (action_id AS class_type AK)
SQL Server;24097;Issued a create database master key command (action_id CR class_type MK)
SQL Server;24098;Issued a change database master key command (action_id AL class_type MK)
SQL Server;24099;Issued a delete database master key command (action_id DR class_type MK)
SQL Server;24100;Issued a back up database master key command (action_id BA class_type MK)
SQL Server;24101;Issued a restore database master key command (action_id RS class_type MK)
SQL Server;24102;Issued an open database master key command (action_id OP class_type MK)
SQL Server;24103;Issued a create database symmetric key command (action_id CR class_type SK)
SQL Server;24104;Issued a change database symmetric key command (action_id AL class_type SK)
SQL Server;24105;Issued a delete database symmetric key command (action_id DR class_type SK)
SQL Server;24106;Issued a back up database symmetric key command (action_id BA class_type SK)
SQL Server;24107;Issued an open database symmetric key command (action_id OP class_type SK)
SQL Server;24108;Issued a create database object command (action_id CR)
SQL Server;24109;Issued a change database object command (action_id AL)
SQL Server;24110;Issued a delete database object command (action_id DR)
SQL Server;24111;Issued an access database object command (action_id AS)
SQL Server;24112;Issued a create assembly command (action_id CR class_type AS)
SQL Server;24113;Issued a change assembly command (action_id AL class_type AS)
SQL Server;24114;Issued a delete assembly command (action_id DR class_type AS)
SQL Server;24115;Issued a create schema command (action_id CR class_type SC)
SQL Server;24116;Issued a change schema command (action_id AL class_type SC)
SQL Server;24117;Issued a delete schema command (action_id DR class_type SC)
SQL Server;24118;Issued a create database encryption key command (action_id CR class_type DK)
SQL Server;24119;Issued a change database encryption key command (action_id AL class_type DK)
SQL Server;24120;Issued a delete database encryption key command (action_id DR class_type DK)
SQL Server;24121;"Issued a create database user command (action_id CR; class_type US)"
SQL Server;24122;"Issued a change database user command (action_id AL; class_type US)"
SQL Server;24123;"Issued a delete database user command (action_id DR; class_type US)"
SQL Server;24124;Issued a create database role command (action_id CR class_type RL)
SQL Server;24125;Issued a change database role command (action_id AL class_type RL)
SQL Server;24126;Issued a delete database role command (action_id DR class_type RL)
SQL Server;24127;Issued a create application role command (action_id CR class_type AR)
SQL Server;24128;Issued a change application role command (action_id AL class_type AR)
SQL Server;24129;Issued a delete application role command (action_id DR class_type AR)
SQL Server;24130;Issued a change database user login command (action_id USAF)
SQL Server;24131;Issued an auto-change database user login command (action_id USLG)
SQL Server;24132;Issued a create schema object command (action_id CR class_type D)
SQL Server;24133;Issued a change schema object command (action_id AL class_type D)
SQL Server;24134;Issued a delete schema object command (action_id DR class_type D)
SQL Server;24135;Issued a transfer schema object command (action_id TRO class_type D)
SQL Server;24136;Issued a create schema type command (action_id CR class_type TY)
SQL Server;24137;Issued a change schema type command (action_id AL class_type TY)
SQL Server;24138;Issued a delete schema type command (action_id DR class_type TY)
SQL Server;24139;Issued a transfer schema type command (action_id TRO class_type TY)
SQL Server;24140;Issued a create XML schema collection command (action_id CR class_type SX)
SQL Server;24141;Issued a change XML schema collection command (action_id AL class_type SX)
SQL Server;24142;Issued a delete XML schema collection command (action_id DR class_type SX)
SQL Server;24143;Issued a transfer XML schema collection command (action_id TRO class_type SX)
SQL Server;24144;"Issued an impersonate within server scope command (action_id IMP; class_type LX)"
SQL Server;24145;"Issued an impersonate within database scope command (action_id IMP; class_type US)"
SQL Server;24146;Issued a change server object owner command (action_id TO class_type SG)
SQL Server;24147;Issued a change database owner command (action_id TO class_type DB)
SQL Server;24148;Issued a change schema owner command (action_id TO class_type SC)
SQL Server;24150;Issued a change role owner command (action_id TO class_type RL)
SQL Server;24151;Issued a change database object owner command (action_id TO)
SQL Server;24152;Issued a change symmetric key owner command (action_id TO class_type SK)
SQL Server;24153;Issued a change certificate owner command (action_id TO class_type CR)
SQL Server;24154;Issued a change asymmetric key owner command (action_id TO class_type AK)
SQL Server;24155;Issued a change schema object owner command (action_id TO class_type OB)
SQL Server;24156;Issued a change schema type owner command (action_id TO class_type TY)
SQL Server;24157;Issued a change XML schema collection owner command (action_id TO class_type SX)
SQL Server;24158;Grant server permissions succeeded (action_id G class_type SR)
SQL Server;24159;Grant server permissions failed (action_id G class_type SR)
SQL Server;24160;Grant server permissions with grant succeeded (action_id GWG class_type SR)
SQL Server;24161;Grant server permissions with grant failed (action_id GWG class_type SR)
SQL Server;24162;Deny server permissions succeeded (action_id D class_type SR)
SQL Server;24163;Deny server permissions failed (action_id D class_type SR)
SQL Server;24164;Deny server permissions with cascade succeeded (action_id DWC class_type SR)
SQL Server;24165;Deny server permissions with cascade failed (action_id DWC class_type SR)
SQL Server;24166;Revoke server permissions succeeded (action_id R class_type SR)
SQL Server;24167;Revoke server permissions failed (action_id R class_type SR)
SQL Server;24168;Revoke server permissions with grant succeeded (action_id RWG class_type SR)
SQL Server;24169;Revoke server permissions with grant failed (action_id RWG class_type SR)
SQL Server;24170;Revoke server permissions with cascade succeeded (action_id RWC class_type SR)
SQL Server;24171;Revoke server permissions with cascade failed (action_id RWC class_type SR)
SQL Server;24172;"Issued grant server object permissions command (action_id G; class_type LX)"
SQL Server;24173;"Issued grant server object permissions with grant command (action_id GWG; class_type LX)"
SQL Server;24174;"Issued deny server object permissions command (action_id D; class_type LX)"
SQL Server;24175;"Issued deny server object permissions with cascade command (action_id DWC; class_type LX)"
SQL Server;24176;"Issued revoke server object permissions command (action_id R; class_type LX)"
SQL Server;24177;"Issued revoke server object permissions with grant command (action_id; RWG class_type LX)"
SQL Server;24178;"Issued revoke server object permissions with cascade command (action_id RWC; class_type LX)"
SQL Server;24179;Grant database permissions succeeded (action_id G class_type DB)
SQL Server;24180;Grant database permissions failed (action_id G class_type DB)
SQL Server;24181;Grant database permissions with grant succeeded (action_id GWG class_type DB)
SQL Server;24182;Grant database permissions with grant failed (action_id GWG class_type DB)
SQL Server;24183;Deny database permissions succeeded (action_id D class_type DB)
SQL Server;24184;Deny database permissions failed (action_id D class_type DB)
SQL Server;24185;Deny database permissions with cascade succeeded (action_id DWC class_type DB)
SQL Server;24186;Deny database permissions with cascade failed (action_id DWC class_type DB)
SQL Server;24187;Revoke database permissions succeeded (action_id R class_type DB)
SQL Server;24188;Revoke database permissions failed (action_id R class_type DB)
